filter_name,window,start,end,candidates,triggered,win_rate,avg_pnl,median_pnl,p25_pnl,p75_pnl,max_pnl,min_pnl,status_counts_json
top2,2025_2026ytd,2025-04-01,2026-05-13,233,176,0.5284090909090909,1.0821787156303402,0.25302732937016537,-2.6469705308450373,3.381817833001865,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 11, ""gap_up_skip"": 39, ""limit_up_buy_blocked"": 8, ""max_hold"": 153, ""stop_hit"": 12, ""weak_open_skip"": 10}"
top3,2025_2026ytd,2025-04-01,2026-05-13,332,259,0.49034749034749037,0.649459065756537,0.0,-2.8000682549784606,2.9389437909589216,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 20, ""gap_up_skip"": 52, ""limit_up_buy_blocked"": 11, ""max_hold"": 224, ""stop_hit"": 15, ""weak_open_skip"": 10}"
hot_rank1,2025_2026ytd,2025-04-01,2026-05-13,29,18,0.16666666666666666,-1.976932197414218,-1.9695634916793296,-3.8143532278001766,-1.5842065903151505,14.66666666666667,-8.000000000000004,"{""gap_up_skip"": 7, ""limit_up_buy_blocked"": 3, ""max_hold"": 15, ""stop_hit"": 3, ""weak_open_skip"": 1}"
not_hot_rank1,2025_2026ytd,2025-04-01,2026-05-13,467,376,0.48404255319148937,0.521947878881845,-0.05949675284699342,-2.789391829539207,2.88351201225227,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 38, ""gap_up_skip"": 67, ""limit_up_buy_blocked"": 11, ""max_hold"": 320, ""stop_hit"": 18, ""weak_open_skip"": 13}"
top1_hot_rank1,2025_2026ytd,2025-04-01,2026-05-13,23,15,0.13333333333333333,-1.7980663582623142,-2.0523345305284693,-3.7592072143256963,-1.5894658122092589,14.66666666666667,-8.000000000000004,"{""gap_up_skip"": 5, ""limit_up_buy_blocked"": 2, ""max_hold"": 13, ""stop_hit"": 2, ""weak_open_skip"": 1}"
top1_not_hot_rank1,2025_2026ytd,2025-04-01,2026-05-13,127,101,0.5643564356435643,0.9390923646697037,0.41666666666667257,-3.8031319910514525,3.470919324577854,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 6, ""gap_up_skip"": 19, ""limit_up_buy_blocked"": 2, ""max_hold"": 86, ""stop_hit"": 9, ""weak_open_skip"": 5}"
top2_hot_rank1,2025_2026ytd,2025-04-01,2026-05-13,27,17,0.17647058823529413,-1.6226340913797603,-1.8867924528301903,-3.6489151873767356,-1.5789473684210422,14.66666666666667,-8.000000000000004,"{""gap_up_skip"": 7, ""limit_up_buy_blocked"": 2, ""max_hold"": 15, ""stop_hit"": 2, ""weak_open_skip"": 1}"
top2_not_hot_rank1,2025_2026ytd,2025-04-01,2026-05-13,232,177,0.519774011299435,0.9823384964611154,0.251256281407041,-2.528775723753057,3.221809169764557,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 11, ""gap_up_skip"": 39, ""limit_up_buy_blocked"": 7, ""max_hold"": 154, ""stop_hit"": 12, ""weak_open_skip"": 9}"
hot_rank2,2025_2026ytd,2025-04-01,2026-05-13,42,27,0.3333333333333333,-0.4942007420160695,-1.6686531585220568,-3.7592072143256963,0.9679768321671363,17.477477477477475,-8.584568216658148,"{""breakout_failed"": 1, ""gap_up_skip"": 11, ""limit_up_buy_blocked"": 3, ""max_hold"": 22, ""stop_hit"": 4, ""weak_open_skip"": 1}"
not_hot_rank2,2025_2026ytd,2025-04-01,2026-05-13,454,367,0.47956403269754766,0.4741445311731654,-0.10060362173038015,-2.795548557572199,2.8254332714239183,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 37, ""gap_up_skip"": 63, ""limit_up_buy_blocked"": 11, ""max_hold"": 313, ""stop_hit"": 17, ""weak_open_skip"": 13}"
top1_hot_rank2,2025_2026ytd,2025-04-01,2026-05-13,30,22,0.3181818181818182,-0.09364257334718204,-1.6343187072597662,-3.478828416143725,0.6706072259412237,17.477477477477475,-8.584568216658148,"{""breakout_failed"": 1, ""gap_up_skip"": 5, ""limit_up_buy_blocked"": 2, ""max_hold"": 18, ""stop_hit"": 3, ""weak_open_skip"": 1}"
top1_not_hot_rank2,2025_2026ytd,2025-04-01,2026-05-13,126,98,0.5714285714285714,1.0218952942753337,0.5581296414467785,-3.736271608365306,3.4569174387948043,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 5, ""gap_up_skip"": 21, ""limit_up_buy_blocked"": 2, ""max_hold"": 84, ""stop_hit"": 9, ""weak_open_skip"": 5}"
top2_hot_rank2,2025_2026ytd,2025-04-01,2026-05-13,39,26,0.34615384615384615,-0.20551615517053362,-1.6343187072597662,-3.478828416143725,1.0317971810238131,17.477477477477475,-8.584568216658148,"{""breakout_failed"": 1, ""gap_up_skip"": 10, ""limit_up_buy_blocked"": 2, ""max_hold"": 22, ""stop_hit"": 3, ""weak_open_skip"": 1}"
top2_not_hot_rank2,2025_2026ytd,2025-04-01,2026-05-13,230,175,0.52,0.922653715429574,0.2518891687657377,-2.5197070108126987,3.105036501902491,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 10, ""gap_up_skip"": 39, ""limit_up_buy_blocked"": 7, ""max_hold"": 154, ""stop_hit"": 11, ""weak_open_skip"": 9}"
hot_rank3,2025_2026ytd,2025-04-01,2026-05-13,54,36,0.3333333333333333,-0.2576729438071679,-1.6890274339618787,-3.704061200851216,1.1217131474103672,20.99156118143458,-8.584568216658148,"{""breakout_failed"": 1, ""gap_up_skip"": 12, ""limit_up_buy_blocked"": 4, ""max_hold"": 31, ""stop_hit"": 4, ""weak_open_skip"": 2}"
not_hot_rank3,2025_2026ytd,2025-04-01,2026-05-13,442,358,0.48324022346368717,0.4747034885004913,-0.05949675284699342,-2.7776103752094143,2.871378387482462,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 37, ""gap_up_skip"": 62, ""limit_up_buy_blocked"": 10, ""max_hold"": 304, ""stop_hit"": 17, ""weak_open_skip"": 12}"
top1_hot_rank3,2025_2026ytd,2025-04-01,2026-05-13,39,29,0.3448275862068966,0.4729978152800882,-1.5999842559974755,-2.9685681024446917,2.0564042303172823,20.99156118143458,-8.584568216658148,"{""breakout_failed"": 1, ""gap_up_skip"": 5, ""limit_up_buy_blocked"": 3, ""max_hold"": 25, ""stop_hit"": 3, ""weak_open_skip"": 2}"
top1_not_hot_rank3,2025_2026ytd,2025-04-01,2026-05-13,126,99,0.5757575757575758,1.0960316215526031,0.6150061500614874,-3.6694112256791596,3.4975741997338625,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 5, ""gap_up_skip"": 21, ""limit_up_buy_blocked"": 2, ""max_hold"": 85, ""stop_hit"": 9, ""weak_open_skip"": 4}"
top2_hot_rank3,2025_2026ytd,2025-04-01,2026-05-13,51,35,0.34285714285714286,-0.03646359934451545,-1.6686531585220568,-3.3574764616128947,1.1478087649402442,20.99156118143458,-8.584568216658148,"{""breakout_failed"": 1, ""gap_up_skip"": 11, ""limit_up_buy_blocked"": 3, ""max_hold"": 31, ""stop_hit"": 3, ""weak_open_skip"": 2}"
top2_not_hot_rank3,2025_2026ytd,2025-04-01,2026-05-13,230,176,0.5340909090909091,1.1257893143799103,0.458959899749371,-2.515172654342519,3.259053506536902,37.157987643424526,-10.774818401937042,"{""breakout_failed"": 10, ""gap_up_skip"": 39, ""limit_up_buy_blocked"": 7, ""max_hold"": 155, ""stop_hit"": 11, ""weak_open_skip"": 8}"
