window,regime_name,regimes_csv,min_regime_score,entry_band,triggered,win_rate,avg_pnl,median_pnl,p25_pnl,p75_pnl,eligible_days,raw_signals
2025_2026ytd,BULL_RANGE,"STRONG_BULL,STRONG_RANGE",,open_m3_p2,339,0.4749262536873156,0.5274438343131079,-0.1631321370309916,-2.5057959814528563,2.7489731574684746,198,573
2025_2026ytd,BULL_RANGE,"STRONG_BULL,STRONG_RANGE",,open_m3_p1,299,0.4816053511705686,0.5351740160212564,-0.1179709005112117,-2.4333452435642124,2.605935160344342,198,573
2025_2026ytd,BULL_RANGE,"STRONG_BULL,STRONG_RANGE",,open_m3_0,223,0.4663677130044843,0.5346390472009265,-0.298786181139116,-2.6817083938532864,2.509374796572486,198,573
2025_2026ytd,RANGE_NEUTRAL,"STRONG_RANGE,NEUTRAL_RANGE",,open_m3_p2,325,0.49538461538461537,0.3824868357125595,0.0,-2.5414364640884024,2.49679897567223,198,506
2025_2026ytd,RANGE_NEUTRAL,"STRONG_RANGE,NEUTRAL_RANGE",,open_m3_p1,284,0.5070422535211268,0.42195030916831616,0.11486213296354256,-2.4568360471645088,2.466529402403126,198,506
2025_2026ytd,RANGE_NEUTRAL,"STRONG_RANGE,NEUTRAL_RANGE",,open_m3_0,211,0.4928909952606635,0.38733041194798074,0.0,-2.537999338034978,2.468270072411876,198,506
2025_2026ytd,BULL_RANGE_NEUTRAL,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",,open_m3_p2,418,0.47368421052631576,0.3902550503603857,-0.28766317332679353,-2.5481107938744536,2.4631312982497553,252,685
2025_2026ytd,BULL_RANGE_NEUTRAL,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",,open_m3_p1,368,0.48097826086956524,0.411733616191097,-0.1398261939904465,-2.4568360471645088,2.443808041636901,252,685
2025_2026ytd,BULL_RANGE_NEUTRAL,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",,open_m3_0,275,0.4690909090909091,0.3723695102330549,-0.3350083752093731,-2.630477492098734,2.4361788617886173,252,685
2025_2026ytd,BULL_RANGE_NEUTRAL_SCORE3,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",3,open_m3_p2,286,0.46503496503496505,0.5761543857674684,-0.28766317332679353,-2.146395916550762,2.453375344422896,169,507
2025_2026ytd,BULL_RANGE_NEUTRAL_SCORE3,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",3,open_m3_p1,251,0.4701195219123506,0.5498170996945058,-0.16168148746968128,-2.0694780330511913,2.3687403993855654,169,507
2025_2026ytd,BULL_RANGE_NEUTRAL_SCORE3,"STRONG_BULL,STRONG_RANGE,NEUTRAL_RANGE",3,open_m3_0,186,0.45161290322580644,0.5971412101108621,-0.33528942250401184,-2.4200713412821524,2.3008197624249647,169,507
