record_type,customer_no,sub_account_no,portfolio_id,portfolio_name,biz_date,confirm_date,fund_code,fund_name,C_BUSINTYPE,busin_type_desc,apply_amount,apply_vol,confirm_nav,confirm_vol,confirm_amount,fee,order_status,net_value,total_asset,market_value,cash,cash_weight,noncash_ratio,cum_return_pct,max_drawdown_pct
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-15,2026-05-18,001631,天弘中证食品饮料ETF联接A,24,赎回,,722.4774,2.061723,722.4774,1482.1,7.45,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-15,2026-05-18,002610,博时黄金 ETF 联接 A,22,申购,10126.0,,3.2562,3109.759843,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-15,2026-05-18,003429,中证兴业中高等级信用债指数A,24,赎回,,215.5479,1.512932,215.5479,324.48,1.63,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-15,2026-05-18,006729,万家中证500指数增强A,24,赎回,,518.7442,2.869812,518.7442,1481.25,7.44,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-15,,,,,,,,,,,,,1.006446,100644.61,87819.81,12824.8,0.127427,0.872573,0.6446,-1.7061
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-18,2026-05-19,000368,汇添富沪深 300 安中指数 A,22,申购,2000.0,,3.275378,610.616546,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-18,2026-05-19,002610,博时黄金ETF联接A,24,赎回,,1228.4258,3.2517,1228.4258,3974.5,19.97,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-18,2026-05-19,006729,万家中证 500 指数增强 A,22,申购,2000.0,,2.886677,692.838167,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-18,,,,,,,,,,,,,1.00358,100357.99,84767.61,15590.38,0.155348,0.844652,0.358,-1.986
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-19,,,,,,,,,,,,,1.004375,100437.49,84872.61,15564.88,0.154971,0.845029,0.4375,-1.986
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-20,2026-05-21,006729,万家中证500指数增强A,24,赎回,,2313.1474,2.828501,2313.1474,6510.03,32.71,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-20,2026-05-21,002610,博时黄金ETF联接A,24,赎回,,2725.2329,3.2313,2725.2329,8762.01,44.03,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-20,2026-05-21,001512,易方达中债 3-5 年期国债指数,22,申购,2000.0,,1.3905,1438.331535,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-20,2026-05-21,003429,中证兴业中高等级信用债指数 A,22,申购,3000.0,,1.513692,1981.909133,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-20,,,,,,,,,,,,,1.002633,100263.29,84698.41,15564.88,0.15524,0.84476,0.2633,-2.0785
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-21,2026-05-22,001631,天弘中证食品饮料ETF联接A,24,赎回,,637.966,2.015413,637.966,1279.34,6.43,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-21,2026-05-22,002610,博时黄金 ETF 联接 A,22,申购,2800.0,,3.2325,866.20263,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-21,,,,,,,,,,,,,0.993925,99392.46,73555.53,25836.93,0.259949,0.740051,-0.6075,-2.929
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-22,,,,,,,,,,,,,0.998295,99829.53,75513.27,24316.26,0.243578,0.756422,-0.1705,-2.929
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-25,2026-05-26,000368,汇添富沪深 300 安中指数 A,22,申购,2000.0,,3.326224,601.282415,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-25,,,,,,,,,,,,,1.003902,100390.23,76073.97,24316.26,0.242217,0.757783,0.3902,-2.929
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-26,,,,,,,,,,,,,1.004093,100409.29,78093.03,22316.26,0.222253,0.777747,0.4093,-2.929
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-27,,,,,,,,,,,,,1.000116,100011.57,77695.31,22316.26,0.223137,0.776863,0.0116,-2.929
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-28,2026-05-29,000368,汇添富沪深300安中指数A,24,赎回,,1539.5459,3.307059,1539.5459,5091.37,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-28,2026-05-29,006729,万家中证 500 指数增强 A,22,申购,3048.23,,2.843664,1071.937472,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-28,2026-05-29,001631,天弘中证食品饮料 ETF 联接 A,22,申购,3180.52,,2.03499,1562.916771,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-28,2026-05-29,002610,博时黄金ETF联接A,24,赎回,,2054.1067,3.208,2054.1067,6589.57,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-28,,,,,,,,,,,,,0.997273,99727.33,77411.07,22316.26,0.223773,0.776227,-0.2727,-2.929
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-05-29,,,,,,,,,,,,,0.998987,99898.73,72130.28,27768.45,0.277966,0.722034,-0.1013,-2.929
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-01,2026-06-02,000368,汇添富沪深 300 安中指数 A,22,申购,15000.0,,3.32844,4506.615712,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-01,2026-06-02,006729,万家中证 500 指数增强 A,22,申购,10000.0,,2.83469,3527.722608,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-01,2026-06-02,001631,天弘中证食品饮料 ETF 联接 A,22,申购,3000.0,,2.012466,1490.708414,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-01,2026-06-02,001512,易方达中债3-5年期国债指数,24,赎回,,5740.9401,1.3934,5740.9401,7999.43,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-01,2026-06-02,003429,中证兴业中高等级信用债指数A,24,赎回,,3298.2118,1.5161,3298.2118,5000.42,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-01,,,,,,,,,,,,,0.996409,99640.9,71872.45,27768.45,0.278685,0.721315,-0.3591,-2.929
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-02,2026-06-03,000368,汇添富沪深300安中指数A,24,赎回,,1129.445,3.344867,1129.445,3777.84,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-02,2026-06-03,003429,中证兴业中高等级信用债指数 A,22,申购,6730.19,,1.5161,4439.146494,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-02,,,,,,,,,,,,,0.998801,99880.11,87111.81,12768.3,0.127836,0.872164,-0.1199,-2.929
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-03,,,,,,,,,,,,,0.999094,99909.4,90093.45,9815.95,0.098249,0.901751,-0.0906,-2.929
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-04,,,,,,,,,,,,,0.994961,99496.1,89680.15,9815.95,0.098657,0.901343,-0.5039,-2.929
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-05,2026-06-08,000368,汇添富沪深300安中指数A,24,赎回,,1528.9758,3.22023,1528.9758,4923.65,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-05,2026-06-08,006729,万家中证500指数增强A,24,赎回,,1666.672,2.727467,1666.672,4545.79,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-05,2026-06-08,003429,中证兴业中高等级信用债指数 A,22,申购,4800.0,,1.515593,3167.077177,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-05,,,,,,,,,,,,,0.987743,98774.26,88958.31,9815.95,0.099378,0.900622,-1.2257,-3.5328
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-08,,,,,,,,,,,,,0.970877,97087.71,82602.32,14485.39,0.149199,0.850801,-2.9123,-5.1799
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-09,2026-06-10,001631,天弘中证食品饮料ETF联接A,24,赎回,,1040.2098,1.941739,1040.2098,2019.82,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-09,2026-06-10,003429,中证兴业中高等级信用债指数 A,22,申购,2000.0,,1.514579,1320.498964,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-09,,,,,,,,,,,,,0.97904,97904.03,83418.64,14485.39,0.147955,0.852045,-2.096,-5.1799
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-10,,,,,,,,,,,,,0.972562,97256.2,82750.99,14505.21,0.149144,0.850856,-2.7438,-5.1799
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-11,,,,,,,,,,,,,0.969828,96982.85,82477.64,14505.21,0.149565,0.850435,-3.0172,-5.2823
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-12,2026-06-15,000368,汇添富沪深300安中指数A,24,赎回,,603.2893,3.279159,603.2893,1978.28,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-12,2026-06-15,006729,万家中证500指数增强A,24,赎回,,770.0197,2.889772,770.0197,2225.18,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-12,2026-06-15,001631,天弘中证食品饮料ETF联接A,24,赎回,,5429.398089,1.95079,5429.398089,10591.62,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-12,2026-06-15,002610,博时黄金ETF联接A,24,赎回,,2544.7971,3.0547,2544.7971,7773.59,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-12,2026-06-15,003429,中证兴业中高等级信用债指数 A,22,申购,2624.0,,1.514326,1732.78409,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-12,,,,,,,,,,,,,0.975064,97506.44,83001.23,14505.21,0.148762,0.851238,-2.4936,-5.2824
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-15,,,,,,,,,,,,,0.987439,98743.9,64294.02,34449.88,0.348881,0.651119,-1.2561,-5.2824
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-16,,,,,,,,,,,,,0.989094,98909.43,64459.55,34449.88,0.348297,0.651703,-1.0906,-5.2824
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-17,2026-06-18,000368,汇添富沪深 300 安中指数 A,22,申购,3000.0,,3.267425,918.154204,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-17,2026-06-18,002610,博时黄金 ETF 联接 A,22,申购,5000.0,,3.0514,1638.592122,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-17,,,,,,,,,,,,,0.9923,99229.96,64780.08,34449.88,0.347172,0.652828,-0.77,-5.2824
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-18,,,,,,,,,,,,,0.99393,99392.98,72943.1,26449.88,0.266114,0.733886,-0.607,-5.2824
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-22,2026-06-23,002610,博时黄金 ETF 联接 A,22,申购,5117.0,,2.9311,1745.760977,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-22,,,,,,,,,,,,,1.000307,100030.69,73580.81,26449.88,0.264418,0.735582,0.0307,-5.2824
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-23,,,,,,,,,,,,,0.989758,98975.84,77642.96,21332.88,0.215536,0.784464,-1.0242,-5.2824
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-24,,,,,,,,,,,,,0.993402,99340.17,78007.29,21332.88,0.214746,0.785254,-0.6598,-5.2824
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-25,,,,,,,,,,,,,0.995183,99518.26,78185.38,21332.88,0.214361,0.785639,-0.4817,-5.2824
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-26,2026-06-29,000368,汇添富沪深 300 安中指数 A,22,申购,1188.0,,3.234571,367.282091,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-26,2026-06-29,006729,万家中证 500 指数增强 A,22,申购,1057.0,,3.019894,350.012285,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-26,2026-06-29,002610,博时黄金ETF联接A,24,赎回,,1681.6619,2.8902,1681.6619,4860.34,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-26,,,,,,,,,,,,,0.985055,98505.47,77172.59,21332.88,0.216565,0.783435,-1.4945,-5.2824
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-29,2026-06-30,000368,汇添富沪深 300 安中指数 A,22,申购,2158.45,,3.255301,663.056965,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-29,2026-06-30,006729,万家中证 500 指数增强 A,22,申购,1671.52,,3.111955,537.12859,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-29,2026-06-30,001512,易方达中债 3-5 年期国债指数,22,申购,50.39,,1.3944,36.137407,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-29,2026-06-30,003429,中证兴业中高等级信用债指数 A,22,申购,253.37,,1.516987,167.021866,,0.0,confirmed,,,,,,,,
order,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-29,2026-06-30,002610,博时黄金 ETF 联接 A,22,申购,4973.13,,2.8626,1737.2773,,0.0,confirmed,,,,,,,,
nav,5ffa0fcb465e4ab1b316f2eaa6e36b91,SIMACCT0006,SIMACCT0006_live,bot6,2026-06-29,,,,,,,,,,,,,0.989424,98942.44,74994.22,23948.22,0.242042,0.757958,-1.0576,-5.2824
position,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-24,,002611,博时黄金ETF联接C,,,10000.0,,3.2494,3077.491229,,,,,,10000.0,,,,,
position,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-24,,003957,安信量化精选沪深300增强A,,,30000.0,,2.1438,13993.842709,,,,,,30000.0,,,,,
position,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-24,,006729,万家中证500指数增强A,,,25000.0,,2.735358,9139.571493,,,,,,25000.0,,,,,
position,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-24,,007169,易方达中债1-3年国开债A,,,15000.0,,1.225835,12236.557122,,,,,,15000.0,,,,,
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-24,,,,,,,,,,,,,1.0,100000.0,80000.0,20000.0,0.2,0.8,0.0,0.0
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-27,,,,,,,,,,,,,1.003412,100341.16,80341.16,20000.0,0.19932,0.80068,0.3412,0.0
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-28,,,,,,,,,,,,,0.998345,99834.49,79834.49,20000.0,0.200332,0.799668,-0.1655,-0.505
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-29,,,,,,,,,,,,,1.004822,100482.23,80482.23,20000.0,0.19904,0.80096,0.4822,-0.505
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-04-30,,,,,,,,,,,,,1.005005,100500.5,80500.5,20000.0,0.199004,0.800996,0.5005,-0.505
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-06,,,,,,,,,,,,,1.016485,101648.53,81648.53,20000.0,0.196756,0.803244,1.6485,-0.505
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-07,,,,,,,,,,,,,1.022521,102252.13,82252.13,20000.0,0.195595,0.804405,2.2521,-0.505
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-08,2026-05-08,006729,万家中证500指数增强A,24,赎回,,6215.553317,2.895961,6215.553317,17889.16,110.84,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-08,2026-05-08,003957,安信量化精选沪深300增强A,24,赎回,,10037.870146,2.1917,10037.870146,22000.0,0.0,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-08,2026-05-08,002611,博时黄金ETF联接C,24,赎回,,3077.491229,3.2448,3077.491229,9985.84,0.0,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-08,2026-05-08,007169,易方达中债1-3年国开债A,22,申购,10000.0,,1.226564,8152.856272,,0.0,confirmed,,,,,,,,
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-08,,,,,,,,,,,,,1.020221,102022.07,42147.07,59875.0,0.586883,0.413117,2.0221,-0.505
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-11,2026-05-12,003957,安信量化精选沪深300增强A,22,申购,10000.0,,2.2174,4509.786236,,0.0,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-11,2026-05-12,006729,万家中证500指数增强A,22,申购,9354.0,,2.939593,3182.073165,,0.0,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-11,2026-05-12,002611,博时黄金ETF联接C,22,申购,5026.0,,3.2338,1554.208671,,0.0,confirmed,,,,,,,,
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-11,,,,,,,,,,,,,1.022972,102297.19,42422.19,59875.0,0.585304,0.414696,2.2972,-0.505
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-12,,,,,,,,,,,,,1.022637,102263.69,66768.69,35495.0,0.347093,0.652907,2.2637,-0.505
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-13,2026-05-14,007169,易方达中债1-3年国开债A,24,赎回,,12222.0303,1.227292,12222.0303,14925.0,75.0,confirmed,,,,,,,,
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-13,,,,,,,,,,,,,1.026862,102686.23,67191.23,35495.0,0.345665,0.654335,2.6862,-0.505
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-14,2026-05-15,003957,安信量化精选沪深300增强A,24,赎回,,1586.0069,2.1778,1586.0069,3436.74,17.27,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-14,2026-05-15,006729,万家中证500指数增强A,24,赎回,,860.8798,2.858827,860.8798,2448.8,12.31,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-14,2026-05-15,007169,易方达中债1-3年国开债A,22,申购,1500.0,,1.227292,1222.203029,,0.0,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-14,2026-05-15,002611,博时黄金ETF联接C,22,申购,500.0,,3.1626,158.097768,,0.0,confirmed,,,,,,,,
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-14,,,,,,,,,,,,,1.018826,101882.62,51462.62,50420.0,0.494883,0.505117,1.8826,-0.7826
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-15,2026-05-18,003957,安信量化精选沪深300增强A,22,申购,5000.0,,2.1705,2303.616678,,0.0,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-15,2026-05-18,006729,万家中证500指数增强A,22,申购,5000.0,,2.869812,1742.274407,,0.0,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-15,2026-05-18,007169,易方达中债1-3年国开债A,22,申购,3000.0,,1.227535,2443.922169,,0.0,confirmed,,,,,,,,
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-15,2026-05-18,002611,博时黄金ETF联接C,22,申购,2000.0,,3.1414,636.658815,,0.0,confirmed,,,,,,,,
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-15,,,,,,,,,,,,,1.012225,101222.51,46916.97,54305.54,0.536497,0.463503,1.2225,-1.4254
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-18,,,,,,,,,,,,,1.011959,101195.89,61890.35,39305.54,0.38841,0.61159,1.1959,-1.4513
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-19,,,,,,,,,,,,,1.013606,101360.6,62055.06,39305.54,0.387779,0.612221,1.3606,-1.4513
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-20,,,,,,,,,,,,,1.014109,101410.88,62105.34,39305.54,0.387587,0.612413,1.4109,-1.4513
nav,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-21,,,,,,,,,,,,,1.00561,100561.0,61255.46,39305.54,0.390863,0.609137,0.561,-2.0696
order,74d61a1b1e0b4f769be393c5002d7ae9,SIMACCT0001,SIMACCT0001_live,bot1,2026-05-22,2026-05-25,002611,博时黄金ETF联接C,22,申购,1815.0,,3.1333,579.261482,,0.0,confirmed,,,,,,,,
